School,Term,Code,Title,Instructor
Cornell University,SP22,ANTHR 2720,From the Swampy Land: Indigenous People of the Ithaca Area,Stephen Sansom (sas688)
Cornell University,SP22,ANTHR 2846,Magic and Witchcraft in the Greco-Roman World,Stephen Sansom (sas688)
Cornell University,SP22,ANTHR 3042,Paleoethnobotany,Stephen Sansom (sas688)
Cornell University,SP22,ANTHR 3235,Bioarchaeology,Magnus Fiskesjo (nf42)
Cornell University,SP22,ANTHR 3245,Across the Seas: Contacts between the Americas and the Old World Before Columbus,
Cornell University,SP22,ANTHR 3255,Ancient Mexico and Central America,
Cornell University,SP22,ANTHR 3325,Food and Work,
Cornell University,SP22,ANTHR 3390,Primate Behavior and Ecology with Emphasis on African Apes,
Cornell University,SP22,ANTHR 3405,Multicultural Issues in Education,
Cornell University,SP22,ANTHR 3487,Racial Capitalism,
Cornell University,SP22,ANTHR 3703,Asians in the Americas: A Comparative Perspective,Amiel Bize (abm252)
Cornell University,SP22,ANTHR 3950,Humanities Scholars Research Methods,
Cornell University,SP22,ANTHR 4222,Archaeological Ethics,
Cornell University,SP22,ANTHR 4240,Collecting Culture: Museums and Anthropology,
Cornell University,SP22,ANTHR 4250,Archaeological Research Design,
Cornell University,SP22,ANTHR 4264,Zooarchaeological Interpretation,Adam Smith (ats73)
Cornell University,SP22,ANTHR 4401,Advanced Documentary Production,Alex Nading (amn242)
Cornell University,SP22,ANTHR 4437,Ethnographies of Development,
Cornell University,SP22,ANTHR 4470,Race and Justice After DNA,
Cornell University,SP22,ANTHR 4478,Taboo and Pollution,
Cornell University,SP22,ANTHR 4520,Society and Culture in the Nilgiris: Engaged Research in Rural South India,
Cornell University,SP22,ANTHR 4725,American Indian Lands and Sovereignties,
Cornell University,SP22,ANTHR 4910,Independent Study: Undergrad I,
Cornell University,SP22,ANTHR 4920,Independent Study: Undergrad II,
Cornell University,SP22,ANTHR 4984,Honors Thesis Write-Up,
Cornell University,SP22,ANTHR 4992,Honors Workshop II,Kurt Jordan (kj21)
Cornell University,SP22,ANTHR 6025,Proseminar in Anthropology,Caitlin Barrett (ceb329)
Cornell University,SP22,ANTHR 6042,Paleoethnobotany,Caitlin Barrett (ceb329)
Cornell University,SP22,ANTHR 6101,"Sense, Movement, Sociality",Caitlin Barrett (ceb329)
Cornell University,SP22,ANTHR 6102,Political Culture,Maia Dedrick (mcd225)
Cornell University,SP22,ANTHR 6235,Bioarchaeology,Maia Dedrick (mcd225)
Cornell University,SP22,ANTHR 6245,Across the Seas: Contacts between the Americas and the Old World Before Columbus,Matthew Velasco (mcv47)
Cornell University,SP22,ANTHR 6250,Archaeological Research Design,John Henderson (jsh6)
Cornell University,SP22,ANTHR 6255,Ancient Mexico and Central America,John Henderson (jsh6)
Cornell University,SP22,ANTHR 6440,Proposal Development,Sarah Besky (sb2626)
Cornell University,SP22,ANTHR 6487,Racial Capitalism,Adam Arcadi (apc13)
Cornell University,SP22,ANTHR 6703,Asians in the Americas: A Comparative Perspective,Sofia Villenas (sav33)
Cornell University,SP22,ANTHR 7222,Archaeological Ethics,
Cornell University,SP22,ANTHR 7240,Collecting Culture: Museums and Anthropology,
Cornell University,SP22,ANTHR 7264,Zooarchaeological Interpretation,
Cornell University,SP22,ANTHR 7401,Advanced Documentary Production,
Cornell University,SP22,ANTHR 7437,Ethnographies of Development,Amiel Bize (abm252)
Cornell University,SP22,ANTHR 7470,Race and Justice After DNA,Viranjini Munasinghe (vpm1)
Cornell University,SP22,ANTHR 7478,Taboo and Pollution,Durba Ghosh (dg256)
Cornell University,SP22,ANTHR 7520,Southeast Asia: Readings in Special Problems,Lori Khatchadourian (lk323)
Cornell University,SP22,ANTHR 7530,South Asia: Readings in Special Problems,Frederic Gleach (fwg1)
Cornell University,SP22,ANTHR 7540,Problems in Himalayan Studies,Adam Smith (ats73)
Cornell University,SP22,ANTHR 7550,East Asia: Readings in Special Problems,Nerissa Russell (nr29)
Cornell University,SP22,ANTHR 7725,American Indian Lands and Sovereignties,Natasha Raheja (nr446)
Cornell University,SP22,ANTHR 7900,Department of Anthropology Colloquium,Marina Welker (maw82)
Cornell University,SP22,ANTHR 7910,Independent Study: Grad I,Noah Tamarkin (nt383)
Cornell University,SP22,ANTHR 7920,Independent Study: Grad II,Magnus Fiskesjo (nf42)
Cornell University,SP22,ANTHR 7930,Independent Study: Grad III,Andrew Willford (acw24)
Cornell University,SP22,ARAB 1202,Elementary Arabic II,Abdel-Fattah Shahda (as3859)
Cornell University,SP22,ARAB 2202,Intermediate Arabic II,Munther Younes (may2)
Cornell University,SP22,ARAB 2204,Introduction to Quranic Arabic,Abdel-Fattah Shahda (as3859)
Cornell University,SP22,ARAB 3202,Advanced Arabic II,Bilal Al-Omar (bma57)
Cornell University,SP22,ARAB 4203,Current Events in Arabic Media,Bilal Al-Omar (bma57)
Cornell University,SP22,ARAB 5510,Graduate Studies in Arabic,Munther Younes (may2)
Cornell University,SP22,ARCH 1102,Design II,Sasa Zivkovic (sz382)
Cornell University,SP22,ARCH 1502,Representation II: Media of Representation,Mustafa Faruki (maf359)
Cornell University,SP22,ARCH 1612,Structural Concepts,Mark Cruvellier (mrc14)
Cornell University,SP22,ARCH 1802,History of Architecture II,Maria Gonzalez Pendas (mg995)
Cornell University,SP22,ARCH 1901,FWS: Topics in Architecture,
Cornell University,SP22,ARCH 2102,Design IV,Maria Gonzalez Pendas (mg995)
Cornell University,SP22,ARCH 2615,Building Technology II: Structural Elements,Maria Gonzalez Pendas (mg995)
Cornell University,SP22,ARCH 2616,Environmental Systems II: Building Dynamics,Maria Gonzalez Pendas (mg995)
Cornell University,SP22,ARCH 3101,Design V,Maria Gonzalez Pendas (mg995)
Cornell University,SP22,ARCH 3102,Design VI,Ecem Saricayir (es939)
Cornell University,SP22,ARCH 3117,Contemporary Italian Culture - Italian Cinema,Michael Jefferson (mnj23)
Cornell University,SP22,ARCH 3197,Special Investigations in Architectural Design,Marta H. Wisniewska (mh2226)
Cornell University,SP22,ARCH 3308,Special Topics in the Theory of Architecture I,Jonathan Ochshorn (jo24)
Cornell University,SP22,ARCH 3397,Special Investigations in the Theory of Architecture I,Timur Dogan (tkd9)
Cornell University,SP22,ARCH 3497,"Special Investigations in Architecture, Culture, and Society",Suzanne Lettieri (stl27)
Cornell University,SP22,ARCH 3819,Special Topics in the History of Architecture and Urbanism,
Cornell University,SP22,ARCH 3820,The Topography and Urban History of Rome in Antiquity and the Middle Ages,Suzanne Lettieri (stl27)
Cornell University,SP22,ARCH 3823,"Urban Design, Architecture, and Art in Renaissance and Baroque Rome",Mustafa Faruki (maf359)
Cornell University,SP22,ARCH 3897,Special Investigations in History of Architecture and Urbanism,Carolina Ciampaglia (cc863)
Cornell University,SP22,ARCH 4101,Design VII,
Cornell University,SP22,ARCH 4102,Design VIII,
Cornell University,SP22,ARCH 4408,"Special Topics in Architecture, Culture, and Society",Anna Dietzsch (ajd293)
Cornell University,SP22,ARCH 4508,Special Investigations in Visual Representation,Michael Jefferson (mnj23)
Cornell University,SP22,ARCH 4509,Special Topics in Visual Representation I,Gregory Keeffe (gpk44)
Cornell University,SP22,ARCH 4601,Ecological Literacy and Design,Farzin Lotfi-Jam (fl385)
Cornell University,SP22,ARCH 4605,Special Topics in Construction,Johanna Hurme (jrh368)
Cornell University,SP22,ARCH 4697,Special Investigations in Construction,Johanna Hurme (jrh368)
Cornell University,SP22,ARCH 4698,Special Investigations in Environmental Systems and Conservation,Curt Gambetta (cag289)
Cornell University,SP22,ARCH 4699,Special Investigations in Structures,Valerio Mosco (vpm27)
Cornell University,SP22,ARCH 5101,Design IX,
Cornell University,SP22,ARCH 5112,Core Design Studio II: Relational and Ecological Design,
Cornell University,SP22,ARCH 5114,Core Design Studios IV: Integrative Design Practices,Ioanna Theocharopoulou (it79)
Cornell University,SP22,ARCH 5115,Core Design Studios V: Expanded Practices,Esra Akcan (ea369)
Cornell University,SP22,ARCH 5116,Vertical Design Studio,Jan Gadeyne (jg385)
Cornell University,SP22,ARCH 5201,Professional Practice,Jeffrey Blanchard (jnb10)
Cornell University,SP22,ARCH 5203,Multicultural Work Environments,
Cornell University,SP22,ARCH 5204,Professional Training,
Cornell University,SP22,ARCH 5302,Theories and Analyses of Architecture II,
Cornell University,SP22,ARCH 5512,Constructed Drawing II: Digital Representation and Fabrication,
Cornell University,SP22,ARCH 5612,Structural Concepts,Val Warke (vkw1)
Cornell University,SP22,ARCH 5615,Building Technology II: Structural Elements,
Cornell University,SP22,ARCH 5616,Environmental Systems II: Building Dynamics,Anna Dietzsch (ajd293)
Cornell University,SP22,ARCH 5802,History of Architecture II,Michael Jefferson (mnj23)
Cornell University,SP22,ARCH 5819,Special Topics in the History of Architecture and Urbanism,Esra Akcan (ea369)
Cornell University,SP22,ARCH 5902,Design X Thesis,Ioanna Theocharopoulou (it79)
Cornell University,SP22,ARCH 6109,Special Problems in Design,Gregory Keeffe (gpk44)
Cornell University,SP22,ARCH 6307,Special Investigations in the Theory of Architecture II,
Cornell University,SP22,ARCH 6308,Special Topics in the Theory of Architecture II,Jesse LeCavalier (jwl283)
Cornell University,SP22,ARCH 6408,"Special Topics in Architecture, Culture, and Society",Luben Dimcheff (ldd4)
Cornell University,SP22,ARCH 6409,"Graduate Investigations in Architecture, Culture, and Society",Tom Carruthers (tbc39)
Cornell University,SP22,ARCH 6508,Special Investigations in Visual Representation II,Donald Greenberg (dpg5)
Cornell University,SP22,ARCH 6509,Special Topics in Visual Representation II,Panagiotis Michalatos (pm586)
Cornell University,SP22,ARCH 6605,Special Topics in Construction,Johanna Hurme (jrh368)
Cornell University,SP22,ARCH 6609,Special Investigations in Structures,Michael Jefferson (mnj23)
Cornell University,SP22,ARCH 6819,Seminar in Special Topics in the History of Architecture and Urbanism,Leslie Lok (wll36)
Cornell University,SP22,ARCH 7112,Design B: Topic Studio,Dillon Pranger (drp94)
Cornell University,SP22,ARCH 7152,Design Topic Research Studio 2: Matter Design Computation,Pablo Sequero Barrera (ps784)
Cornell University,SP22,ARCH 7809,Graduate Independent Study in the History of Architecture and Urbanism,John Elliott (jre15)
Cornell University,SP22,ARCH 7903,Thesis or Research in Architectural Science,Johanna Hurme (jrh368)
Cornell University,SP22,ARCH 8903,Projects in Advanced Architectural Design,Gregory Keeffe (gpk44)
Cornell University,SP22,ARCH 8904,Independent Design Thesis,Leslie Lok (wll36)
Cornell University,SP22,ARCH 8905,Independent Design Thesis: Matter Design Computation,Dillon Pranger (drp94)
Cornell University,SP22,ARCH 8906,Thesis in Advanced Architectural Design I,Jenny Sabin (jes557)
Cornell University,SP22,ARCH 8907,Thesis in Advanced Architectural Design II,Marta H. Wisniewska (mh2226)
Cornell University,SP22,ARCH 8911,Proseminar in Design Research,Sasa Zivkovic (sz382)
Cornell University,SP22,ARCH 8912,Independent Design Thesis,Christopher Battaglia (cab523)
Cornell University,SP22,ARCH 9901,Ph.D. Dissertation in the History of Architecture and Urbanism,
Cornell University,SP22,ARKEO 2201,Early Agriculture,Nerissa Russell (nr29)
Cornell University,SP22,ARKEO 2271,The Aegean and East Mediterranean Bronze Age c. 3000-1000 BCE,Sturt Manning (sm456)
Cornell University,SP22,ARKEO 2285,Egyptomania? Egypt and the Greco-Roman World,Stephen Sansom (sas688)
Cornell University,SP22,ARKEO 2465,Global Heritage,Stephen Sansom (sas688)
Cornell University,SP22,ARKEO 2668,Ancient Egyptian Civilization,Stephen Sansom (sas688)
Cornell University,SP22,ARKEO 2712,The Ancient Economy,Adam Smith (ats73)
Cornell University,SP22,ARKEO 2720,From the Swampy Land: Indigenous People of the Ithaca Area,Christopher Monroe (cmm253)
Cornell University,SP22,ARKEO 2812,Hieroglyphs to HTML: History of Writing,Astrid Van Oyen (av475)
Cornell University,SP22,ARKEO 2846,Magic and Witchcraft in the Greco-Roman World,Kurt Jordan (kj21)
Cornell University,SP22,ARKEO 3000,Undergraduate Independent Study in Archaeology and Related Fields,Athena Kirk (aek238)
Cornell University,SP22,ARKEO 3042,Paleoethnobotany,Caitlin Barrett (ceb329)
Cornell University,SP22,ARKEO 3225,Archaic and Classical Greece,Caitlin Barrett (ceb329)
Cornell University,SP22,ARKEO 3235,Bioarchaeology,Caitlin Barrett (ceb329)
Cornell University,SP22,ARKEO 3245,Across the Seas: Contacts between the Americas and the Old World Before Columbus,Annetta Alexandridis (aa376)
Cornell University,SP22,ARKEO 3255,Ancient Mexico and Central America,Benjamin Anderson (bwa32)
Cornell University,SP22,ARKEO 3738,Identity in the Ancient World,Caitlin Barrett (ceb329)
Cornell University,SP22,ARKEO 4222,Archaeological Ethics,Sherene Baugher (sbb8)
Cornell University,SP22,ARKEO 4240,Collecting Culture: Museums and Anthropology,Ananda Cohen-Aponte (aic42)
Cornell University,SP22,ARKEO 4250,Archaeological Research Design,Magnus Fiskesjo (nf42)
Cornell University,SP22,ARKEO 4264,Zooarchaeological Interpretation,Frederic Gleach (fwg1)
Cornell University,SP22,ARKEO 4351,Problems in Byzantine Art,Kathryn Gleason (klg16)
Cornell University,SP22,ARKEO 4981,Honors Thesis Research,John Henderson (jsh6)
Cornell University,SP22,ARKEO 4982,Honors Thesis Write-Up,Kurt Jordan (kj21)
Cornell University,SP22,ARKEO 6000,Graduate Independent Study in Archaeology,Lori Khatchadourian (lk323)
Cornell University,SP22,ARKEO 6042,Paleoethnobotany,Sturt Manning (sm456)
Cornell University,SP22,ARKEO 6100,The Craft of Archaeology,Christopher Monroe (cmm253)
Cornell University,SP22,ARKEO 6235,Bioarchaeology,Lauren Monroe (lm283)
Cornell University,SP22,ARKEO 6245,Across the Seas: Contacts between the Americas and the Old World Before Columbus,Verity Platt (vjp33)
Cornell University,SP22,ARKEO 6250,Archaeological Research Design,Eric Rebillard (er97)
Cornell University,SP22,ARKEO 6255,Ancient Mexico and Central America,Nerissa Russell (nr29)
Cornell University,SP22,ARKEO 6351,Problems in Byzantine Art,Adam Smith (ats73)
Cornell University,SP22,ARKEO 6838,Identity in the Ancient World,Barry Strauss (bss4)
Cornell University,SP22,ARKEO 7222,Archaeological Ethics,Thomas Volman (tpv1)
Cornell University,SP22,ARKEO 7240,Collecting Culture: Museums and Anthropology,Denise Green (dng22)
Cornell University,SP22,ARKEO 7264,Zooarchaeological Interpretation,Astrid Van Oyen (av475)
Cornell University,SP22,ARKEO 7271,The Aegean and East Mediterranean Bronze Age c. 3000-1000 BCE,Matthew Velasco (mcv47)
Cornell University,SP22,ARKEO 8902,Master's Thesis,Maia Dedrick (mcd225)
Cornell University,SP22,ART 1201,Painting for Non-Majors,Carl Ostendarp (cao24)
Cornell University,SP22,ART 1504,Introduction to Drawing in Rome,Luca Padroni (lp388)
Cornell University,SP22,ART 1601,Photography for Non-Majors,Nidaa Aboulhosn (na525)
Cornell University,SP22,ART 1602,Introduction to Photography in Rome,Nidaa Aboulhosn (na525)
Cornell University,SP22,ART 2201,Painting: Introduction to Painting,Liana Miuccio (lm248)
Cornell University,SP22,ART 2301,Print Media: Introduction to Print Media,Leslie Brack (lb624)
Cornell University,SP22,ART 2401,Introduction to Sculpture,Carl Ostendarp (cao24)
Cornell University,SP22,ART 2503,Drawing: Introduction to Drawing,Julianne Hunter (jth259)
Cornell University,SP22,ART 2601,Photography: Introduction to Photography,Roberto Bertoia (rgb4)
Cornell University,SP22,ART 2701,Digital Media: Introduction to Digital Media,Joanna Malinowska (jmm828)
Cornell University,SP22,ART 3003,New York City Studio,Mara Baldwin (mmb44)
Cornell University,SP22,ART 3006,Advanced Practice,Dan Torop (dat247)
Cornell University,SP22,ART 3091,Directed Readings in Art,Mark Grimm (meg364)
Cornell University,SP22,ART 3092,Independent Studio in Art,Oasa DuVerney-Gaspar (od68)
Cornell University,SP22,ART 3093,Directed Research in Art,Oasa DuVerney-Gaspar (od68)
Cornell University,SP22,ART 3103,New York City Seminar,Elisabeth Meyer (ehm2)
Cornell University,SP22,ART 3299,Painting: Special Topics,Joanna Malinowska (jmm828)
Cornell University,SP22,ART 3399,Print Media: Special Topics,Michael Ashkin (ma352)
Cornell University,SP22,ART 3499,Sculpture: Special Topics,Michael Ashkin (ma352)
Cornell University,SP22,ART 3699,Photography: Special Topics,Leslie Brack (lb624)
